RESPALDO DE PRODUCTOS - 20-04-2026 16:38
Servidor: 192.168.0.100 | Base de datos: dbecosur | Total: 34118 productos
==============================================================================================================
ID       DESCRIPCION                                                         PVP_SUGERIDO EST    CODIGOS_BARRA
7136     BELLE C 70 RUBIO                                                          $3,490 ACTV   7804960200707
7137     BELLE C 71 RUB CENIZA                                                     $3,490 ACTV   7804960200714
7138     BELLE C 73 RUB DORAD                                                      $3,490 ACTV   7804960200738
7131     BELLE C 74 RUBIO COBR DOR                                                 $3,490 ACTV   7804960200578
7140     BELLE C 81 RUBI CLAR CENI                                                 $3,490 ACTV   7804960200813
20588    BELLE C.                                                                  $2,290 ACTV   199280
24767    BELLE C. 45 CASTAO CAOBA                                                       - ACTV   7896014177288
19698    BELLE C. 56 RUBIO OSCURO CAOBA                                            $3,490 ACTV   7896014182633
19697    BELLE C. 57 RUBIO COBRIZO DORA                                            $2,290 ACTV   199031
26514    BELLE C. 66 ROJO PROFUNDO                                                 $3,490 ACTV   7896014151523
24306    BELLE C. 67 CHOCOLATE                                                     $3,490 ACTV   7896014170951
7905     BELLEK BAL PLACENTA ALMEN 1 LI                                                 - ACTV   7804945053731
7907     BELLEK SH 155 ML ALGAS C/DOSI                                                  - ACTV   7804945052291
20555    BELLEK SH 155 ML MANZANI C/DOS                                                 - ACTV   7804945052307
7910     BELLEK SH 155 ML PLACEN C/DOSI                                                 - ACTV   7804945052314
7912     BELLEK SH 155 ML QUILLA C/DOSI                                                 - ACTV   7804945052321
7915     BELLEK SH QUILLAY 1 LITRO                                                      - ACTV   7804945052703
7916     BELLEK SH. BABY 1 LITRO                                                        - ACTV   7804945052772
47568    BELLEK.ACO.LEC.CO.C/SE700                                                 $1,090 ACTV   7804945053526
47566    BELLEK.ACO.MANZ.C/CLAR700                                                 $1,090 ACTV   7804945053502
47567    BELLEK.ACO.PLACE.C/DAÑ700                                                 $1,090 ACTV   7804945053519
47572    BELLEK.COL.FLO.FAM.1000ML                                                      - ACTV   7804945056336
47571    BELLEK.COL.FRES.BLU.1000M                                                      - ACTV   7804945056329
47569    BELLEK.CR.EMUL.NEUT.610ML                                                      - ACTV   7804945054103
47570    BELLEK.CR.EMUL.NEUT.610ML                                                      - ACTV   7804945054110
47560    BELLEK.SH.LEC.COC.C/SE700                                                 $1,090 ACTV   7804945052642
47558    BELLEK.SH.MANZ.C/CLARO700                                                 $1,090 ACTV   7804945052604
47559    BELLEK.SH.PLACEN.C/DAN700                                                 $1,090 ACTV   7804945052611
41395    BELLEKISS JB.LIQ.AVEN.1.5ML                                               $2,390 ACTV   7804945051263
41397    BELLEKISS JB.LIQ.COCO-VAIN.1.5ML                                          $2,290 ACTV   7804945051256
41396    BELLEKISS JB.LIQ.CREMOSO.1.5ML                                            $2,290 ACTV   7804945051232
1908     BELLERGAL RET COMP 100                                                   $11,300 ACTV   7800065506577
11019    BELLKISS BALS PROT 155 ML                                                      - ACTV   231294
11022    BELLKISS SH ANTICASP C/PIRIT 155 ML                                            - ACTV   231297
11020    BELLKISS SHA+BAL PLUS 155 ML                                                   - ACTV   231295
6546     BELOMET INH.ORAL.200DOSIS                                                $13,590 ACTV   7800026020111|7800026951743
46027    BELSOMRA COM.REC.10MG.30                                                 $38,290 ACTV   7800054002219
46028    BELSOMRA COM.REC.15MG.30                                                 $38,390 ACTV   7800054002226
46029    BELSOMRA COM.REC.20MG.30                                                 $38,290 ACTV   7800054002233
17011    BEN 10 RELOJ LCD FRENTE INTERC. RJ15                                           - ACTV   489382501818|4893825018185
17013    BEN 10 RELOJ LCD PROY. IMAGENES RJ11                                           - ACTV   4893825018130
17399    BEN10 RELOJ ALIEN FORCE FRENTE INTERC                                          - ACTV   4893825018192
17689    BEN10 RELOJ ALIEN FORCE LCD 5 FUNC                                             - ACTV   4893825018215
16914    BEN10 RELOJ LCD 5 FUNC B10-RJ6                                                 - ACTV   4893825019489
17012    BEN10 RELOJ LCD OMNITRIX RJ 10                                                 - ACTV   4893825018222|4893825019526
5755     BENADRYL EXPECT 90 CC                                                     $1,835 ACTV   7800002003596
49208    BENCILPEN BENZ AMP 1.2 UI X 1 OPKO                                        $1,650 ACTV   7804620834860
29049    BENCILPENICILINA BENZATINA 1.2 UI X 50 FCO AMP 01/2015                    $1,490 ACTV   7800046002784
9697     BENCILPENICILINA G.2.000.000 AMP.OPKO                                     $1,290 ACTV   7804620830343
31060    BENCILPENICILINA G.BENZATINA 1.200.000AMP.OPKO                            $1,490 ACTV   1007609|7804620830046
18035    BENCILPENICILINA SOD.1.000.000.1AMP.OPKO                                    $890 ACTV   7803920100019|7804620831807
29050    BENCILPENICILINA SODICA 1.000.000 X 50 FCO AMP 03/2015                         - ACTV   7800046002814
29051    BENCILPENICILINA SODICA 2.000.000 X 50 FCO AMP 03/2015                         - ACTV   7800046002821
8082     BENCINA BLANCA 125 CC                                                          - ACTV   7804944102218
46287    BENEDICT.AGUA GASIFI.500M                                                 $1,390 ACTV   7802820441123
46286    BENEDICT.AGUA S/GAS 500ML                                                 $1,390 ACTV   7802820441000
39848    BENEFACTUS COBRE PVO.160GR                                                     - ACTV   7804916511093
573      BENEFACTUS PLUS POLV 110G                                                 $1,240 ACTV   7804916511055
39817    BENEFACTUS PLUS PVO. 160GR                                                $1,240 ACTV   7804916511086
574      BENEFACTUS PVO.110GR.                                                     $1,240 ACTV   7804916511031
26615    BENELAX FIBRA NARANJA 340 GRS                                            $12,490 ACTV   7809576410687
43359    BENELAX FIBRA PVO.NAR.340                                                $12,490 ACTV   2862576410687
49018    BENET.AIM HIG.EDT60+AFS75                                                $19,990 ACTV   8433982014635
49008    BENET.AIM HIGH EDT.SP.60M                                                $20,190 ACTV   8433982002274
42558    BENET.COL.PINK EDT50+DESP                                                $15,990 ACTV   433982012341
49013    BENET.COL.PINK EDT50+DESP                                                $15,990 ACTV   8433982008276
49016    BENET.COL.PINK EDT50+DESP                                                $15,990 ACTV   8433982012341
49019    BENET.COL.PURP.EDT50+BD75                                                $15,990 ACTV   8433982014673
49017    BENET.COLO.BLUE EDT60+AFT                                                $15,990 ACTV   8433982013294
49010    BENET.COLOR.BLUE.EDT.SP50                                                $16,990 ACTV   8433982006296
42556    BENET.COLOR.BLUE.EDT.SP60                                                $16,990 ACTV   433982011474
49014    BENET.COLOR.BLUE.EDT.SP60                                                $21,290 ACTV   8433982011474
42557    BENET.COLOR.GREE.EDT.SP60                                                $16,990 ACTV   433982011481
